index,imdb_id,nominee,tony_id,birthYear,deathYear,imdb_img
47698,nm9460708,Steve Fitzmaurice,,,,
47699,nm9468871,Elio Debets,,,,
47700,nm9474161,Ian Rosenbaum,,,,
47701,nm9474217,Augustin Hadelich,,,,
47702,nm9477492,Julian Burg,,,,
47703,nm9483378,Khaled Rohaim,,,,
47704,nm9485291,Sarah Aarons,,,,
47705,nm9487942,Peter Murray,,,,
47706,nm9491062,Totally Enormous Extinct Dinosaurs,,,,
47707,nm9491764,Darhyl Camper Jr.,,,,
47708,nm9496344,Ian Eisendrath,,,,
47709,nm9496347,August Eriksmoen,august-eriksmoen-393626,,,
47710,nm9497019,Bobby Pinson,,,,
47711,nm9499150,The Runners,,,,
47712,nm9500595,Peter Henderson,,,,
47713,nm9502375,Phil Hanseroth,,,,
47714,nm9502540,Adrianne Lenker,,,,
47715,nm9504001,Myles Frost,myles-frost-531931,1999,,https://m.media-amazon.com/images/M/MV5BMDU0NTQ0NTktNTFlMS00YWYwLWI2ODMtZWE2YzEyMzgzZjNmXkEyXkFqcGdeQXVyNzgwMjU0NzI@._V1_.jpg
47716,nm9512160,Da T.R.U.T.H.,,,,
47717,nm9515679,Shenseea,,,,https://m.media-amazon.com/images/M/MV5BN2IwODkyZGQtZGQ4YS00NGFhLTk4MWYtN2FhMDgzZGIwMWU4XkEyXkFqcGdeQXVyMTQwNDk0MzYy._V1_.jpg
47718,nm9518418,Christopher Whorf,,,,
47719,nm9522735,Snoh Aalegra,,,,
47720,nm9522819,Milwaukee Buck,,,,
47721,nm9524275,Davido,,,,https://m.media-amazon.com/images/M/MV5BMTYwMTgxNzA0N15BMl5BanBnXkFtZTgwNzU4NTg3NTM@._V1_.jpg
47722,nm9527323,Eric Hartman,,,,
47723,nm9527779,Jack Winter,,,,
47724,nm9528996,Amy Horowitz,,,,
47725,nm9538571,Carter Lang,,1990,,
47726,nm9538572,Cody Fayne,,,,
47727,nm9538614,John Reuben,,,,
47728,nm9557838,Mario Garcia,,,,
47729,nm9559545,Bad Bunny,,1994,,https://m.media-amazon.com/images/M/MV5BZWZmNzNjOTgtMWEyMy00ZmU0LTk1MGEtNWExMzk4MTg3OGUxXkEyXkFqcGdeQXVyMTI2Nzk2ODk3._V1_.jpg
47730,nm9568013,Björn Engelmann,,,,
47731,nm9577953,Jarami,,,,
47732,nm9581339,David Thulin,,,,
47733,nm9587240,Streetrunner,,,,
47734,nm9587343,Joyner Lucas,,1988,,
47735,nm9592629,Becker Brothers,,,,
47736,nm9594399,Bill Hearn,,,,
47737,nm9594595,Tony Agnello,,,,
47738,nm9594601,Laura Sisk,,,,
47739,nm9594607,6ix,,,,
47740,nm9594608,Ray Charles McCullough II,,,,https://m.media-amazon.com/images/M/MV5BMzVlNjcxMDAtYmFjMS00NDkwLTgxNmItZTlkMTg3ZmFmMzJiXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg
47741,nm9594611,Juan G. Rivera,,,,
47742,nm9594612,Luis 'Salda' Saldarriaga,,,,
47743,nm9594613,Jimmy Douglass,,,,
47744,nm9594614,Mike Bozzi,,,,
47745,nm9594615,Matt Schaeffer,,,,
47746,nm9594616,Shampoo Press & Curl,,,,
47747,nm9595827,Jeremy Lindsay,,,,
47748,nm9601506,Bunny Hull,,,,
47749,nm9601698,Ashton Simmons,,,,
47750,nm9611244,Travis Walton,,,,
47751,nm9614577,Joshua Scruggs,,,,
47752,nm9614580,Olatunji Ige,,,,
47753,nm9617388,Peter Hoare,,,,
47754,nm9623099,Amanda Gorman,,1998,,https://m.media-amazon.com/images/M/MV5BNTFhYTFhOGMtMWU0Yi00ODY0LWI2MTctNmVmZDJiOThjMWY4XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_.jpg
47755,nm9629337,Grey,,,,
47756,nm9632139,Protoje,,,,
47757,nm9632366,Michael Orabiyi,,,,
47758,nm9637331,Illenium,,,,
47759,nm9639456,Little Louie Vega,,,,
47760,nm9639472,Stonebridge,,,,
47761,nm9639737,YoungBoy Never Broke Again,,,,
47762,nm9644370,Frank Bey,,1946,2020,
47763,nm9646416,Aminé,,,,
47764,nm9650628,Victor Dimotsis,,,,
47765,nm9651339,Sara Gazarek,,,,
47766,nm9652649,Above the Law,,,,
47767,nm9652860,I'm With Her,,,,
47768,nm9655247,Luke Dick,,,,
47769,nm9655250,Aaron Raitiere,,,,
47770,nm9658305,Shawn Camp,,,,
47771,nm9664454,Noah Kahan,,1997,,https://m.media-amazon.com/images/M/MV5BYTM2NTNjMGUtODVkNC00OWIyLWExMjItN2YyODk1YWYyNTFhXkEyXkFqcGdeQXVyMTMzOTQyOTk1._V1_.jpg
47772,nm9668246,Zach Bryan,,,,
47773,nm9668405,Carlos Velázquez,,,,
47774,nm9670946,Shop Boyz,,,,
47775,nm9674147,Ismael Gomez,,,,
47776,nm9692165,Eric Sullivan,,,,
47777,nm9695625,Pierce Freelon,,,,
47778,nm9696132,Carlos Broady,,,,
47779,nm9700609,Jorja Smith,,1997,,https://m.media-amazon.com/images/M/MV5BMjMxMzczNjY4M15BMl5BanBnXkFtZTgwMDI4NTQwNTM@._V1_.jpg
47780,nm9704806,Paul Q. Kolderie,,,,
47781,nm9710419,Fred Gibson,,,,https://m.media-amazon.com/images/M/MV5BNzFhNDA1N2QtMzdlNS00MDY3LWI5YTUtZmQ5ZjIwNDJhOTJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47782,nm9714011,Fever 333,,,,
47783,nm9714736,E. Power Biggs,,,,
47784,nm9724257,Padraic Kerin,,,,
47785,nm9726307,Matt Redman,,,,
47786,nm9732326,Sam Slater,,,,
47787,nm9732761,Gosha Usov,,,,
47788,nm9738682,Larry Mitchell,,,,
47789,nm9741208,Christian Plata,,,,
47790,nm9742999,Noel Cadastre,,,,
47791,nm9752346,Soundtrakk,,,,
47792,nm9757681,Tainy,,,,https://m.media-amazon.com/images/M/MV5BYzhiZWFhMTQtNjdiOC00Y2U5LWEwM2ItZmU1ZGUxZWYzOGI5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47793,nm9759020,Akil King,,,,
47794,nm9760350,Chris Carmouche,,,,
47795,nm9763443,New Breed Brass Band,,,,
47796,nm9765717,Gregg Rominiecki,,,,
47797,nm9771398,Alex Metric,,,,
47798,nm9773782,Kyle Lee,,,,
47799,nm9786106,Benjamin Rice,,,,
47800,nm9787365,Billy Strings,,1992,,
47801,nm9789853,Howie Rice,,,,
47802,nm9798310,Doja Cat,,1995,,https://m.media-amazon.com/images/M/MV5BMTc3YTRhZTUtMTIxNC00NzRlLTkxNDAtMzc0YTcwZWEyNTI3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47803,nm9798647,Ian Thornton,,,,
47804,nm9801725,Earthgang,,,,https://m.media-amazon.com/images/M/MV5BYTVhNDg0NDQtNDRlMS00N2FjLTk3MTQtYzhhMWU5NjA2NmVlXkEyXkFqcGdeQXVyMTQwNDk0MzYy._V1_.jpg
47805,nm9806225,Adam Novodor,,,,
47806,nm9807374,Cameron Dupuy,,,,
47807,nm9811899,Pete Nappi,,,,https://m.media-amazon.com/images/M/MV5BNTFhMzE0NmYtMTljZS00OWVlLWJkZDktZTZiYzkzMTEyYjJiXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg
47808,nm9824080,Code Orange,,,,https://m.media-amazon.com/images/M/MV5BODNmM2Y3OGEtYzYwZC00YmZkLTgwOTEtZDBmNzcwYWNjYjU1XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg
47809,nm9832042,Curtis Stewart,,,,
47810,nm9837100,Kaan Gunesberk,,,,
47811,nm9838543,Dom Dolla,,,,
47812,nm9842383,Anthony Clemons Jr.,,,,
47813,nm9859888,Jack Harlow,,1998,,https://m.media-amazon.com/images/M/MV5BMjQ0ZTI5ZTEtNTMyZi00OTMxLTg3OTEtMmM4MmUxNGIyMGZkXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
47814,nm9861766,John Berg,,,,
47815,nm9865615,Luca Pretolesi,,,,
47816,nm9866448,Klenord Raphael,,,,
47817,nm9871681,Alvvays,,,,
47818,nm9873718,Zeke Mishanec,,,,
47819,nm9873750,Pdogg,,,,https://m.media-amazon.com/images/M/MV5BMjZlZmU1M2ItNjA1Ny00ZDkwLWFjZTktODY1NThjODQ3ZjBhXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_.jpg
47820,nm9878423,Prince Charles Alexander,,,,
47821,nm9887039,Arturo Perales,,,,
47822,nm9905086,Zach Crowell,,,,
47823,nm9907067,Amber Mark,,,,
47824,nm9920074,Kim Petras,,1992,,https://m.media-amazon.com/images/M/MV5BMTU5Njg3NzU1M15BMl5BanBnXkFtZTgwNTE2MDcxNjM@._V1_.jpg
47825,nm9933737,Saweetie,,1994,,https://m.media-amazon.com/images/M/MV5BODYzNTBhMTktMTBhZC00ZTIyLWExYjQtMDdlOWU0MWQyNDYzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47826,nm9936687,Stephen Fry,stephen-fry-84850,,,
47827,nm9947846,Samara Joy,,,,https://m.media-amazon.com/images/M/MV5BOWM4N2I0NDYtNmVmNS00MWIzLTgyZDgtODc0MzMyNDJmY2QzXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
47828,nm9951300,The Carters,,,,
47829,nm9954174,Lakecia Benjamin,,,,
47830,nm9957803,Cecil McBee,,,,
47831,nm9958622,Burna Boy,,1991,,https://m.media-amazon.com/images/M/MV5BNjA3MWQyMTYtMjdkMy00OGY3LWI3YmMtNWYyMzY5MTYyMDMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47832,nm9966843,Dan Nigro,,,,https://m.media-amazon.com/images/M/MV5BMWZhNjUzMTYtNTZhMi00MzEyLTlmMzgtODM0ZjE4OGQ5MTY2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
47833,nm9972987,La Paciencia,,,,
47834,nm9987787,J.B. Hutto,,,,
47835,co0007143,Metro-Goldwyn-Mayer (MGM),,,,
47836,co0007899,Samuel Goldwyn Sound Department,,,,
47837,co0025751,Paramount Publix Corporation,,,,
47838,co0026841,United Artists,,,,
47839,co0041421,RKO Radio Pictures,,,,
47840,co0152143,Warner Bros.-First National Pictures,,,,
47841,nm0000005,Ingmar Bergman,,1918,2007,https://m.media-amazon.com/images/M/MV5BMTc4MjQwMzY0N15BMl5BanBnXkFtZTcwNTI1NTM1MQ@@._V1_.jpg
47842,nm0000007,Humphrey Bogart,,1899,1957,https://m.media-amazon.com/images/M/MV5BZDRiZWJjOTMtNzczMi00ZTIyLWJmNjAtMzlkNWU5ODc4NDk1XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47843,nm0000010,James Cagney,,1899,1986,https://m.media-amazon.com/images/M/MV5BMTcyNDY5NTgxNV5BMl5BanBnXkFtZTYwNzY4MzQ2._V1_.jpg
47844,nm0000011,Gary Cooper,,1901,1961,https://m.media-amazon.com/images/M/MV5BMTUyMjI1MDEyN15BMl5BanBnXkFtZTYwNzkwNjI2._V1_.jpg
47845,nm0000015,James Dean,,1931,1955,https://m.media-amazon.com/images/M/MV5BMTg5NTgzMTkzNl5BMl5BanBnXkFtZTYwMTQwNjI2._V1_.jpg
47846,nm0000016,Georges Delerue,,1925,1992,https://m.media-amazon.com/images/M/MV5BNzM2N2MyY2EtOGRlNS00ZmU5LTgwNDctZDdjMDk2MjNmYTIxXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_.jpg
47847,nm0000017,Marlene Dietrich,,1901,1992,https://m.media-amazon.com/images/M/MV5BMTI0NTcyMTM5OF5BMl5BanBnXkFtZTYwOTkzMDU2._V1_.jpg
47848,nm0000019,Federico Fellini,,1920,1993,https://m.media-amazon.com/images/M/MV5BMjE0NDI1MDU5Nl5BMl5BanBnXkFtZTgwNjQ2ODMwMzE@._V1_.jpg
47849,nm0000022,Clark Gable,,1901,1960,https://m.media-amazon.com/images/M/MV5BMjE1NDY5MjM5Ml5BMl5BanBnXkFtZTYwNTU1OTQ2._V1_.jpg
47850,nm0000026,Cary Grant,,1904,1986,https://m.media-amazon.com/images/M/MV5BNjdhNzc3MzktN2NjMC00YjUwLWI4NDgtZTBhYWEyMDM3OTE2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47851,nm0000038,Grace Kelly,,1929,1982,https://m.media-amazon.com/images/M/MV5BODU0Y2MwNjYtOWJmYi00ZjhiLWJhMzktOTlmYjlkYTFhOWY0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
47852,nm0000040,Stanley Kubrick,,1928,1999,https://m.media-amazon.com/images/M/MV5BOGYzYjljYmYtODE0Yy00NzlmLThkNmQtZGQzMjM4MGI1NTUxXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47853,nm0000041,Akira Kurosawa,,1910,1998,https://m.media-amazon.com/images/M/MV5BMjE3ODQwNTY2Nl5BMl5BanBnXkFtZTcwMTI5ODM1Mw@@._V1_.jpg
47854,nm0000044,Burt Lancaster,,1913,1994,https://m.media-amazon.com/images/M/MV5BOWI0NTFiZmEtYWUzYS00NmVlLTkyNzAtMDc0OTA1NDhkNjRjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47855,nm0000046,Vivien Leigh,vivien-leigh-49426,1913,1967,https://m.media-amazon.com/images/M/MV5BMTI2NTkwMTQ5NF5BMl5BanBnXkFtZTYwNDExNjI2._V1_.jpg
47856,nm0000051,James Mason,,1909,1984,https://m.media-amazon.com/images/M/MV5BMjE0NDQxOTQzNl5BMl5BanBnXkFtZTYwNDAxMDI2._V1_.jpg
47857,nm0000052,Marcello Mastroianni,,1924,1996,https://m.media-amazon.com/images/M/MV5BMTkyODczMTM2OV5BMl5BanBnXkFtZTYwMjE2MjI2._V1_.jpg
47858,nm0000053,Robert Mitchum,,1917,1997,https://m.media-amazon.com/images/M/MV5BZWQ2MjBmMzUtZDYwOS00OWFhLThmYTMtNGIyMWYwM2NhZGU0XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47859,nm0000070,Max Steiner,,1888,1971,https://m.media-amazon.com/images/M/MV5BNDAzMjZhYTQtZjQxMC00ODE4LWIxYzEtMjljNWRjODAxZjY0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg
47860,nm0000072,Elizabeth Taylor,elizabeth-taylor-21815,1932,2011,https://m.media-amazon.com/images/M/MV5BMTQzMTc5MDg0OF5BMl5BanBnXkFtZTgwODE4NjMzNDE@._V1_.jpg
47861,nm0000074,Gene Tierney,,1920,1991,https://m.media-amazon.com/images/M/MV5BMTIzNjUwOTMyOV5BMl5BanBnXkFtZTYwNjkwOTM2._V1_.jpg
47862,nm0000075,Spencer Tracy,,1900,1967,https://m.media-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1_.jpg
47863,nm0000076,François Truffaut,,1932,1984,https://m.media-amazon.com/images/M/MV5BMTIwMTg1NTc1OV5BMl5BanBnXkFtZTYwOTI5MDM2._V1_.jpg
47864,nm0000078,John Wayne,,1907,1979,https://m.media-amazon.com/images/M/MV5BNWMzZWNlNzYtYWFjNC00Mjg3LTlhYzgtNjNiNzI5ZDNkMzhmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47865,nm0000090,Armin Mueller-Stahl,,1930,,https://m.media-amazon.com/images/M/MV5BMTM3MTI3NTk0OF5BMl5BanBnXkFtZTcwOTE3MDAxMw@@._V1_.jpg
47866,nm0000107,Kim Basinger,,1953,,https://m.media-amazon.com/images/M/MV5BMTQyMDkxNjcxNV5BMl5BanBnXkFtZTcwODMyNzgyOA@@._V1_.jpg
47867,nm0000113,Sandra Bullock,,1964,,https://m.media-amazon.com/images/M/MV5BMTI5NDY5NjU3NF5BMl5BanBnXkFtZTcwMzQ0MTMyMw@@._V1_.jpg
47868,nm0000115,Nicolas Cage,,1964,,https://m.media-amazon.com/images/M/MV5BMjUxMjE4MTQxMF5BMl5BanBnXkFtZTcwNzc2MDM1NA@@._V1_.jpg
47869,nm0000122,Charles Chaplin,,1889,1977,https://m.media-amazon.com/images/M/MV5BNDcwMDc0ODAzOF5BMl5BanBnXkFtZTgwNTY2OTI1MDE@._V1_.jpg
47870,nm0000124,Jennifer Connelly,,1970,,https://m.media-amazon.com/images/M/MV5BNWM0OTlhYmQtZWI0NS00NzM0LWE5YjItMWZmYzkzY2FmNTc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
47871,nm0000125,Sean Connery,sean-connery-23802,1930,2020,https://m.media-amazon.com/images/M/MV5BMzcwNTM4MzctYjQzMi00NTA2LTljYWItNTYzNmE1MTYxN2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
47872,nm0000128,Russell Crowe,,1964,,https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_.jpg
47873,nm0000129,Tom Cruise,,1962,,https://m.media-amazon.com/images/M/MV5BYTFlOTdjMjgtNmY0ZC00MDgxLThjNmEtZGIxZTQyZDdkMTRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
47874,nm0000136,Johnny Depp,,1963,,https://m.media-amazon.com/images/M/MV5BOTBhMTI1NDQtYmU4Mi00MjYyLTk5MjEtZjllMDkxOWY3ZGRhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
47875,nm0000148,Harrison Ford,,1942,,https://m.media-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1_.jpg
47876,nm0000154,Mel Gibson,,1956,,https://m.media-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_.jpg
47877,nm0000172,Harvey Keitel,,1939,,https://m.media-amazon.com/images/M/MV5BMTcxMDcxMjgxOV5BMl5BanBnXkFtZTcwODc2NTk2MQ@@._V1_.jpg
47878,nm0000179,Jude Law,jude-law-49073,1972,,https://m.media-amazon.com/images/M/MV5BMTMwOTg5NTQ3NV5BMl5BanBnXkFtZTcwNzM3MDAzNQ@@._V1_.jpg
47879,nm0000180,David Lean,,1908,1991,https://m.media-amazon.com/images/M/MV5BMjM3NzIzMzg4M15BMl5BanBnXkFtZTcwOTA1Mzg3Mw@@._V1_.jpg
47880,nm0000203,River Phoenix,,1970,1993,https://m.media-amazon.com/images/M/MV5BMWZmMjQ5ZDgtZWNhZi00ZTkwLThmNmYtNmEyOWIzYmY1M2RkXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47881,nm0000204,Natalie Portman,,1981,,https://m.media-amazon.com/images/M/MV5BYzU0ZGRhZWItMGJlNy00YzlkLWIzOWYtNDA2NzlhMDg3YjMwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
47882,nm0000209,Tim Robbins,,1958,,https://m.media-amazon.com/images/M/MV5BMTI1OTYxNzAxOF5BMl5BanBnXkFtZTYwNTE5ODI4._V1_.jpg
47883,nm0000213,Winona Ryder,,1971,,https://m.media-amazon.com/images/M/MV5BMTQ3NzM3MTc2NF5BMl5BanBnXkFtZTcwODMxNjA0NA@@._V1_.jpg
47884,nm0000223,Elisabeth Shue,,1963,,https://m.media-amazon.com/images/M/MV5BOWFkZTIxN2ItODhlOC00MDMwLWEyYTEtZWMxNWQ2MzU3ZjZmXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_.jpg
47885,nm0000230,Sylvester Stallone,,1946,,https://m.media-amazon.com/images/M/MV5BOGU0Y2JiMGEtYzc0Ni00MDIwLTgxZGYtOWE2ZDMzYWQ5MjI0XkEyXkFqcGdeQXVyMTI3NjAxODc0._V1_.jpg
47886,nm0000236,Jennifer Tilly,,1958,,https://m.media-amazon.com/images/M/MV5BNDQxNDI2MzA0N15BMl5BanBnXkFtZTYwOTcxOTI0._V1_.jpg
47887,nm0000254,Isabelle Adjani,,1955,,https://m.media-amazon.com/images/M/MV5BMjExMTEyNDUxOV5BMl5BanBnXkFtZTcwMjU3MDQyOA@@._V1_.jpg
47888,nm0000264,Pedro Almodóvar,,1949,,https://m.media-amazon.com/images/M/MV5BMGM2NTk2MDEtN2Y4Ni00YzNjLWE1NDQtMWM4MjJlZWI1NmU2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
47889,nm0000271,Anne Archer,,1947,,https://m.media-amazon.com/images/M/MV5BZTY1MTUzMjQtMjI5NC00MDk4LWJkMjAtODEyYzQxOGUyNjI3XkEyXkFqcGdeQXVyMTg2MTM5OTM@._V1_.jpg
47890,nm0000276,Sean Astin,,1971,,https://m.media-amazon.com/images/M/MV5BMjEzMjczOTQ1NF5BMl5BanBnXkFtZTcwMzI2NzYyMQ@@._V1_.jpg
47891,nm0000277,Richard Attenborough,,1923,2014,https://m.media-amazon.com/images/M/MV5BMTkwMDQzMTAwN15BMl5BanBnXkFtZTcwNTI4NTgwMw@@._V1_.jpg
47892,nm0000288,Christian Bale,,1974,,https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_.jpg
47893,nm0000300,Juliette Binoche,juliette-binoche-75895,1964,,https://m.media-amazon.com/images/M/MV5BMTUzMzI4MDQ5Nl5BMl5BanBnXkFtZTYwOTQ5NTc0._V1_.jpg
47894,nm0000304,Linda Blair,,1959,,https://m.media-amazon.com/images/M/MV5BMTYxNzMxMTMwMV5BMl5BanBnXkFtZTYwODM3MTI0._V1_.jpg
47895,nm0000320,Luis Buñuel,,1900,1983,https://m.media-amazon.com/images/M/MV5BMTAxNDAyNjE4OTBeQTJeQWpwZ15BbWU3MDc2NDM3MTg@._V1_.jpg
47896,nm0000353,Willem Dafoe,,1955,,https://m.media-amazon.com/images/M/MV5BOWU4MTI2OTctODQ1ZS00MGM1LWJkM2EtODE3MGNkNmIyZDEwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
47897,nm0000358,Daniel Day-Lewis,,1957,,https://m.media-amazon.com/images/M/MV5BMjE2NDY2NDc1Ml5BMl5BanBnXkFtZTcwNjAyMjkwOQ@@._V1_.jpg
47898,nm0000365,Julie Delpy,,1969,,https://m.media-amazon.com/images/M/MV5BMTg4ODM0MjI5NV5BMl5BanBnXkFtZTYwNDQ5NjM1._V1_.jpg
47899,nm0000366,Catherine Deneuve,,1943,,https://m.media-amazon.com/images/M/MV5BMTQ0NDQ2MjYwMl5BMl5BanBnXkFtZTcwMjQ0MDM2Nw@@._V1_.jpg
47900,nm0000377,Richard Dreyfuss,,1947,,https://m.media-amazon.com/images/M/MV5BMTUzMjIzMjM2NV5BMl5BanBnXkFtZTcwNDAxMDY0Mg@@._V1_.jpg
47901,nm0000382,Atom Egoyan,,1960,,https://m.media-amazon.com/images/M/MV5BMjIyODczNzQ3NV5BMl5BanBnXkFtZTcwNjY1NzAxNQ@@._V1_.jpg
47902,nm0000406,John Ford,,1894,1973,https://m.media-amazon.com/images/M/MV5BMTI5NDczOTUzMV5BMl5BanBnXkFtZTcwNDE3NDkwNA@@._V1_.jpg
47903,nm0000409,Brendan Fraser,,1968,,https://m.media-amazon.com/images/M/MV5BMjA5MjExMzY0M15BMl5BanBnXkFtZTgwNTMxOTg4MTI@._V1_.jpg
47904,nm0000414,Teri Garr,,1947,,https://m.media-amazon.com/images/M/MV5BMjA0ODg1Mjc0N15BMl5BanBnXkFtZTYwOTU3NzQ1._V1_.jpg
47905,nm0000416,Terry Gilliam,,1940,,https://m.media-amazon.com/images/M/MV5BODAyMDM0NjEwOF5BMl5BanBnXkFtZTcwMTUyMDY5Mg@@._V1_.jpg
47906,nm0000432,Gene Hackman,,1930,,https://m.media-amazon.com/images/M/MV5BMTE5Njk0NDQ4OV5BMl5BanBnXkFtZTYwNjA0Mzc1._V1_.jpg
47907,nm0000457,John Hurt,,1940,2017,https://m.media-amazon.com/images/M/MV5BMTM1NTgyMTAyOV5BMl5BanBnXkFtZTcwMTE4MjQwNA@@._V1_.jpg
47908,nm0000466,Jean-Pierre Jeunet,,1953,,https://m.media-amazon.com/images/M/MV5BMjE2Mjg3MTE2NF5BMl5BanBnXkFtZTYwOTUzMzk1._V1_.jpg
47909,nm0000476,Sally Kirkland,,1941,,https://m.media-amazon.com/images/M/MV5BMjE2MDQ5MDEyNF5BMl5BanBnXkFtZTgwNzg4NTcxNzE@._V1_.jpg
47910,nm0000487,Ang Lee,,1954,,https://m.media-amazon.com/images/M/MV5BODA2MTczOTY0N15BMl5BanBnXkFtZTcwNTU3NjA4OA@@._V1_.jpg
47911,nm0000492,Jennifer Jason Leigh,,1962,,https://m.media-amazon.com/images/M/MV5BMTU1MzU2NTg0Nl5BMl5BanBnXkFtZTcwMjcyNjY0MQ@@._V1_.jpg
47912,nm0000515,Virginia Madsen,,1961,,https://m.media-amazon.com/images/M/MV5BNjUyMDcxNTU3N15BMl5BanBnXkFtZTcwMDAwNjQzMg@@._V1_.jpg
47913,nm0000517,Terrence Malick,,1943,,https://m.media-amazon.com/images/M/MV5BMTUzNjQzNjYyMV5BMl5BanBnXkFtZTcwMTU5MDYyNQ@@._V1_.jpg
47914,nm0000537,Steve McQueen,,1930,1980,https://m.media-amazon.com/images/M/MV5BZTliNmIzYmEtNjZjMS00NWZiLWJhNjEtNjJhNzJhODk4ZWUxXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
47915,nm2588606,Steve McQueen,,1969,,https://m.media-amazon.com/images/M/MV5BMTQzNjQ5NDUxNl5BMl5BanBnXkFtZTcwNjA0MTg1Ng@@._V1_.jpg
47916,nm0000553,Liam Neeson,liam-neeson-54322,1952,,https://m.media-amazon.com/images/M/MV5BMjA1MTQ3NzU1MV5BMl5BanBnXkFtZTgwMDE3Mjg0MzE@._V1_.jpg
47917,nm0000570,Alan Parker,,1944,2020,https://m.media-amazon.com/images/M/MV5BNjcyOTljNmItYWYwMC00N2I1LThhN2YtYWIwZDIzN2EzYzZmXkEyXkFqcGdeQXVyODg0OTM4NTc@._V1_.jpg
47918,nm0000576,Sean Penn,,1960,,https://m.media-amazon.com/images/M/MV5BMTc1NjMzMjY3NF5BMl5BanBnXkFtZTcwMzkxNjQzMg@@._V1_.jpg
47919,nm0000578,Anthony Perkins,anthony-perkins-55927,1932,1992,https://m.media-amazon.com/images/M/MV5BMTIzMTUyMTYxM15BMl5BanBnXkFtZTYwNzE5OTI2._V1_.jpg
47920,nm0000582,Joe Pesci,,1943,,https://m.media-amazon.com/images/M/MV5BMzc3MTcxNDYxNV5BMl5BanBnXkFtZTcwOTI3NjE1Mw@@._V1_.jpg
47921,nm0000583,Wolfgang Petersen,,1941,2022,https://m.media-amazon.com/images/M/MV5BMTczNTQ5ODY4OV5BMl5BanBnXkFtZTYwMDcyMDI1._V1_.jpg
47922,nm0000591,Roman Polanski,,1933,,https://m.media-amazon.com/images/M/MV5BMTAzNzgwMzMyNDNeQTJeQWpwZ15BbWU2MDg0MDkzNA@@._V1_.jpg
47923,nm0000592,Pete Postlethwaite,,1946,2011,https://m.media-amazon.com/images/M/MV5BMTMyMjIxMTQ2NV5BMl5BanBnXkFtZTYwNDQ0NTE1._V1_.jpg
47924,nm0000599,Kathleen Quinlan,,1954,,https://m.media-amazon.com/images/M/MV5BMjE2ZjJhMTMtYWZhMi00MmYzLTgwOWYtNDE4Yjc1NDJlMjJiXkEyXkFqcGdeQXVyMTE1MzkyMTY@._V1_.jpg
